hourTimestamp,MAGMA Melter/Line Utilities/Oxygen Fuel Sum Gas Energy,MAGMA Melter/Properties/Glass Exit Tonnage Total,Energy Consumption Rate
2024-11-17T03:00:00Z,22.50613192,0.002537603,8869.051589
2024-11-17T04:00:00Z,22.75490376,0.002563981,8874.833222
2024-11-17T05:00:00Z,22.25566609,0.002498838,8906.406134
2024-11-17T06:00:00Z,22.49795004,0.002539054,8860.760756
2024-11-17T07:00:00Z,22.51631871,0.002550286,8828.93868
2024-11-17T08:00:00Z,22.61198503,0.002572813,8788.817932
2024-11-17T09:00:00Z,22.94712472,0.002592217,8852.316268
2024-11-17T10:00:00Z,23.09818591,0.002613397,8838.376225
2024-11-17T11:00:00Z,23.28145943,0.002628072,8858.760121
2024-11-17T12:00:00Z,23.20449216,0.002604441,8909.586418
2024-11-17T13:00:00Z,23.13382922,0.002598893,8901.416572
2024-11-17T14:00:00Z,23.18844258,0.002613779,8871.615611
2024-11-17T15:00:00Z,23.16744026,0.002605178,8892.843506
2024-11-17T16:00:00Z,23.09567938,0.002610929,8845.770751
2024-11-17T17:00:00Z,22.33499379,0.002712099,8235.316554
2024-11-17T18:00:00Z,21.73963611,0.002631305,8261.921788
2024-11-17T19:00:00Z,22.22867745,0.002564158,8668.996782
2024-11-17T20:00:00Z,22.50701451,0.002583556,8711.641826
2024-11-17T21:00:00Z,23.13520696,0.002575896,8981.421206
2024-11-17T22:00:00Z,23.27378632,0.002611791,8911.044689
2024-11-17T23:00:00Z,23.35818439,0.002651167,8810.529246
2024-11-18T00:00:00Z,23.32054805,0.002612461,8926.658829
2024-11-18T01:00:00Z,23.39208649,0.002610386,8961.159955
2024-11-18T02:00:00Z,23.15115156,0.002595193,8920.782215
2024-11-18T03:00:00Z,23.04736255,0.002572383,8959.537732
